伟星玖o汇,30000
高速信达时代星河,24000
龙湖光年壹号,20000
信铃国际天启,12000
汇景云时区,25000
信达银信广场,11500
龙湖光年商铺,40000
博纳向日葵,19500
童享荟,40000
乐富强悦湖熙岸,20700
知庐,24800
金鹏麓山院,15000
万科高第,26400
祥源金港湾,21691
望江台Z宸,21497
御景城,23728
悦湖山院,22675
喜尔美菁英汇,22748
蜀山凡高,22820
绿地乔治庄园别墅,22540
中海原山,22595
圣联・香御公馆,26227
百商澜山墅,21944
鼎元公馆,24792
城改蜀湖湾,27398
博威香槟小镇,21986
瑞和山水居,25659
幸福・金色年华,21773
阳光御湖苑,22683
天贸大厦,28593
华邦蜀山别院,22000
中南樾府,20574
万兴湖山间,25000
乐富强文宸悦府,17000
保利柏林之春,15800
皖新朗诗麓院,21500
保利西山林语,22186
圣联时代广场,22893
淮矿馥邦天下,26649
新华御湖庄园,21260
新华御湖上园,21501
百商悦澜山,22777
百商杰座,26870
华地紫园,26336
蓝鼎海棠湾,26801
新西茗阁,28551
文一名门学府里,20428
圣联香御墅,26227
保利梧桐语,21664
绿地乔治庄园,22433
优活华庭,28388
徽商优山美地,28360
国光山水间,22347
西城山水居,22198
博时海岸星城,26626
铂领星座,27079
好运理想城,22525
祥源城商铺,23000
砂之船合肥奥特莱斯艺术商业广场,40000
置地创新中心,22881
中煤西城广场,22117
创新生活广场,23088
创新国际,22827
北雁湖h园,21096
百商又一城,27402
高速蜀西湖畔,22027
北雁湖金茂湾,21144
蓝光雍锦半岛,22214
祥源城湖山小筑,22500
西子曼城,15300
海亮九台别墅,22964
乐客来国际商业中心,22452
中国铁建国际公馆,22995
新加坡花园城,27935
新华城公寓,23002
X湖墅,21421
海亮九玺,22964
景尚名郡,26227
新华阳光国际,22525
峰尚国际公寓,27398
和一花园,26309
百商爱上城,26452
幸福里程,26597
X湖墅高层雍景轩,21437
财富立场,28551
新华阳光国际商铺,40000
